,date,fromStart,infectionRateCI90,testPositivityRatio,caseDensity,weeklyNewCasesPer100k,infectionRate,FoxPolarity,VoxPolarity
274,2020-12-18,282,0.1,0.121,65.9,461.3,0.99,0.2549915322580645,0.5690833333333333
275,2020-12-19,283,0.1,0.12,65.3,457.2,0.99,0.3456117647058824,0.8333181818181817
276,2020-12-20,284,0.1,0.119,65.1,455.9,0.99,0.3185736170212766,0.99488
277,2020-12-21,285,0.1,0.119,65.2,456.1,0.99,0.2454875,0.9687466666666666
278,2020-12-22,286,0.1,0.118,65.1,455.7,0.99,0.3610685534591195,0.9602655172413792
279,2020-12-23,287,0.1,0.118,64.4,450.5,1.0,0.4287685258964143,0.8720368421052631
280,2020-12-24,288,0.1,0.117,62.5,437.2,1.01,0.4010031818181818,0.4918166666666666
281,2020-12-25,289,0.1,0.119,56.0,391.9,1.01,0.3113680365296803,-0.1438666666666667
282,2020-12-26,290,0.1,0.122,57.0,398.8,1.02,0.4957671361502347,0.9789
283,2020-12-27,291,0.1,0.125,55.8,390.4,1.03,0.1559554502369668,0.9963
284,2020-12-28,292,0.1,0.129,55.2,386.6,1.04,0.2618777777777777,0.7800333333333334
285,2020-12-29,293,0.1,0.135,55.2,386.5,1.04,0.2650170616113744,0.7754
286,2020-12-30,294,0.1,0.141,55.3,386.8,1.05,0.357784350132626,0.3716875
287,2020-12-31,295,0.1,0.147,56.9,398.1,1.05,0.278014847161572,0.16418
288,2021-01-01,296,0.1,0.149,58.9,412.1,1.05,0.0576236363636363,0.4784
289,2021-01-02,297,0.1,0.15,62.1,434.7,1.05,0.4503746113989638,-0.4901999999999999
290,2021-01-03,298,0.1,0.151,64.2,449.7,1.05,0.3345408163265306,0.776625
291,2021-01-04,299,0.1,0.15,64.7,453.2,1.04,0.4096536144578313,0.41077
292,2021-01-05,300,0.1,0.149,66.2,463.4,1.03,0.3322743827160493,0.8575071428571429
293,2021-01-06,301,0.1,0.148,67.4,471.6,1.02,0.3363973890339425,0.4167805555555555
294,2021-01-07,302,0.1,0.144,69.5,486.5,1.01,0.083309628610729,0.0281966666666666
295,2021-01-08,303,0.1,0.14,76.1,532.8,1.0,0.0180189189189189,0.0342590909090909
296,2021-01-09,304,0.1,0.137,74.4,520.8,0.98,0.0541553086419753,0.2835111111111111
297,2021-01-10,305,0.1,0.135,74.7,522.8,0.97,0.116068923076923,-0.1394
298,2021-01-11,306,0.1,0.133,75.8,530.5,0.95,0.2455354166666666,0.2540285714285714
299,2021-01-12,307,0.1,0.129,75.6,528.9,0.94,0.1996876010781671,0.2451181818181818
300,2021-01-13,308,0.1,0.125,74.4,520.9,0.92,0.1036979035639413,0.2508884615384615
301,2021-01-14,309,0.1,0.121,72.5,507.5,0.91,0.1658854961832061,0.29223125
302,2021-01-15,310,0.1,0.118,69.9,489.1,0.9,0.2651749103942652,0.6002125
303,2021-01-16,311,0.1,0.116,67.7,474.1,0.89,0.0671474530831099,-0.0504357142857142
304,2021-01-17,312,0.1,0.114,66.1,462.6,0.88,0.0384987551867219,-0.3225111111111111
305,2021-01-18,313,0.1,0.112,62.4,436.9,0.88,0.2398002702702703,-0.0429777777777777
306,2021-01-19,314,0.1,0.11,60.6,424.0,0.87,0.2212091463414634,0.4145809523809523
307,2021-01-20,315,0.1,0.107,58.7,410.8,0.87,0.4947255952380952,0.5903536585365854
308,2021-01-21,316,0.1,0.105,56.7,397.1,0.86,0.4329917562724014,0.6809375000000001
309,2021-01-22,317,0.1,0.102,54.6,382.5,0.86,0.1513812757201646,0.3785866666666667
310,2021-01-23,318,0.1,0.1,53.2,372.2,0.86,0.3240606927710843,0.4947249999999999
311,2021-01-24,319,0.1,0.099,51.4,360.0,0.86,0.3930095679012345,0.9079
312,2021-01-25,320,0.1,0.098,52.1,364.6,0.85,0.3727406015037594,0.5152307692307693
313,2021-01-26,321,0.1,0.095,50.5,353.6,0.85,0.1999374476987447,0.4103791666666667
314,2021-01-27,322,0.1,0.093,49.2,344.7,0.85,0.2136521028037383,0.4687631578947368
315,2021-01-28,323,0.1,0.091,48.2,337.3,0.85,0.3235920245398773,0.6622833333333333
316,2021-01-29,324,0.1,0.089,47.0,329.2,0.84,0.2852458937198068,0.3904
317,2021-01-30,325,0.1,0.087,45.6,318.9,0.84,0.150035632183908,0.7058857142857143
318,2021-01-31,326,0.1,0.086,44.9,314.2,0.84,0.2274206666666666,-0.3365666666666667
319,2021-02-02,328,0.1,0.082,42.7,299.0,0.83,0.1884230769230769,0.4445208333333333
320,2021-02-03,329,0.1,0.08,40.4,282.7,0.83,0.1689212355212355,0.3192210526315789
321,2021-02-04,330,0.1,0.077,38.4,268.5,0.83,0.2100559748427672,0.6658421052631579
322,2021-02-05,331,0.1,0.075,36.6,256.1,0.82,0.2777490521327014,0.6812549999999999
323,2021-02-06,332,0.1,0.074,35.1,245.9,0.82,0.434125,0.5890285714285713
324,2021-02-07,333,0.1,0.073,33.8,236.5,0.82,0.5627777777777778,0.3234
325,2021-02-08,334,0.1,0.071,33.0,230.8,0.82,0.3819803713527851,0.6542166666666667
326,2021-02-09,335,0.1,0.069,32.2,225.1,0.83,0.1826390593047034,0.2170949999999999
327,2021-02-10,336,0.1,0.067,31.5,220.7,0.83,0.1679930875576037,0.27965
328,2021-02-11,337,0.1,0.066,30.7,214.7,0.83,0.0774641509433962,0.4201714285714286
329,2021-02-12,338,0.1,0.065,29.4,205.7,0.84,0.1404723618090452,0.2996833333333333
330,2021-02-13,339,0.1,0.064,28.5,199.5,0.85,-0.0019595041322314,0.5546300000000001
331,2021-02-14,340,0.1,0.062,27.5,192.4,0.85,0.1577664772727272,0.8701
332,2021-02-15,341,0.1,0.061,25.9,181.1,0.86,0.2235883495145631,0.45564
333,2021-02-16,342,0.1,0.06,24.5,171.5,0.87,0.118430731707317,0.4690333333333333
334,2021-02-17,343,0.1,0.059,23.4,163.8,0.88,0.2738920972644377,0.4556125
335,2021-02-18,344,0.1,0.057,21.9,153.6,0.88,0.3249127272727272,0.7524928571428572
336,2021-02-19,345,0.1,0.055,21.0,147.0,0.89,0.3221438775510204,0.6288294117647059
337,2021-02-20,346,0.1,0.053,20.4,142.5,0.9,0.2861042944785276,0.4182142857142857
338,2021-02-21,347,0.1,0.053,20.0,139.9,0.91,0.2623171779141104,0.1181499999999999
339,2021-02-22,348,0.1,0.053,20.2,141.2,0.91,0.3235622641509433,0.09867
340,2021-02-23,349,0.1,0.051,20.5,143.4,0.92,0.3318170984455958,0.7704777777777778
341,2021-02-24,350,0.1,0.05,20.7,144.9,0.92,0.2758452173913043,0.5370409090909091
342,2021-02-25,351,0.1,0.049,21.0,146.7,0.92,0.2458412451361867,0.9887833333333336
343,2021-02-26,352,0.1,0.049,21.0,146.8,0.93,0.1903320954907162,0.3001869565217391
344,2021-02-27,353,0.1,0.048,20.7,144.7,0.93,0.3137184848484848,0.0017666666666666
345,2021-02-28,354,0.1,0.047,20.3,142.4,0.93,0.2679024691358024,0.3255666666666666
346,2021-03-01,355,0.1,0.046,20.2,141.2,0.93,0.4118125523012552,0.4541869565217392
347,2021-03-02,356,0.1,0.045,19.6,136.9,0.93,0.1961001890359168,0.65112
348,2021-03-03,357,0.1,0.044,19.1,133.8,0.94,0.1815305154639175,0.7066652173913043
350,2021-03-05,359,0.1,0.042,18.1,126.8,0.94,0.1965533898305084,0.3133117647058823
351,2021-03-06,360,0.1,0.042,17.8,124.9,0.94,0.0934306122448979,0.9931714285714286
352,2021-03-07,361,0.1,0.042,17.5,122.6,0.95,0.1976552380952381,0.3339
353,2021-03-08,362,0.1,0.042,17.2,120.5,0.95,0.3348674796747967,0.5709842105263158
354,2021-03-09,363,0.1,0.041,17.1,119.4,0.95,0.2518513089005235,0.8287666666666667
355,2021-03-10,364,0.1,0.041,16.8,117.7,0.96,0.2757339534883721,0.7054666666666667
356,2021-03-11,365,0.1,0.041,16.6,116.0,0.97,0.2129886554621848,0.4017352941176471
357,2021-03-12,366,0.1,0.042,16.5,115.6,0.97,0.2944347593582888,0.5910090909090909
358,2021-03-13,367,0.1,0.042,16.2,113.4,0.98,0.2558149425287356,0.5010833333333333
359,2021-03-14,368,0.1,0.042,16.1,112.8,0.99,0.2246400921658986,-0.2780333333333333
360,2021-03-15,369,0.1,0.042,16.3,114.1,1.0,0.2231154761904762,0.468895652173913
361,2021-03-16,370,0.1,0.043,16.3,114.1,1.0,0.2825603773584905,0.72702
362,2021-03-17,371,0.1,0.043,16.3,114.3,1.01,0.279395223880597,0.1502549999999999
363,2021-03-18,372,0.1,0.043,16.3,114.0,1.02,0.2134788990825687,0.2467875
364,2021-03-19,373,0.1,0.044,16.1,112.9,1.03,0.2992603448275862,0.7242000000000001
365,2021-03-20,374,0.1,0.044,16.3,114.4,1.03,0.1302152709359606,0.22586
366,2021-03-21,375,0.1,0.044,16.2,113.2,1.04,0.1967812030075188,0.39366
367,2021-03-22,376,0.1,0.044,16.3,113.9,1.04,0.2247695833333333,0.5795928571428571
368,2021-03-23,377,0.1,0.045,16.4,114.7,1.05,0.1295718468468468,0.3930538461538461
369,2021-03-26,380,0.1,0.048,16.6,116.0,1.06,0.2428547826086956,0.4420368421052632
370,2021-03-27,381,0.1,0.049,16.9,118.6,1.06,0.2637179347826087,0.98902
371,2021-03-28,382,0.1,0.05,17.6,123.0,1.06,0.1208320754716981,-0.2512
372,2021-03-29,383,0.1,0.05,18.5,129.7,1.06,0.2506021472392638,0.6648846153846153
373,2021-03-30,384,0.1,0.052,18.9,132.0,1.05,0.1131060747663551,0.5574916666666666
374,2021-03-31,385,0.1,0.053,19.1,133.9,1.05,0.2960459383753501,0.5335619047619048
375,2021-04-01,386,0.1,0.053,19.7,138.1,1.05,0.1825540625,0.687225
376,2021-04-02,387,0.1,0.053,19.5,136.3,1.04,0.2985356923076923,0.6992333333333334
377,2021-04-03,388,0.1,0.054,19.6,137.4,1.04,0.2928168539325843,0.9854857142857142
378,2021-04-04,389,0.1,0.054,19.3,135.0,1.03,0.2753819047619047,0.0108499999999999
379,2021-04-06,391,0.1,0.054,19.5,136.7,1.02,0.3353164948453608,0.8086272727272728
380,2021-04-07,392,0.1,0.07,19.7,137.7,1.02,0.068314716981132,0.3401454545454545
381,2021-04-08,393,0.1,0.07,19.8,138.7,1.01,0.2441959183673469,0.2720833333333333
382,2021-04-09,394,0.1,0.07,20.3,142.2,1.0,0.0006480769230769,0.47183125
383,2021-04-10,395,0.1,0.07,20.3,142.2,0.99,0.2770818181818182,0.2043
384,2021-04-11,396,0.1,0.07,20.8,145.6,0.99,0.1558410447761194,0.4013
385,2021-04-12,397,0.1,0.069,20.6,144.2,0.98,0.1381978260869565,0.3811799999999999
386,2021-04-13,398,0.1,0.069,21.2,148.4,0.97,0.1356285178236398,0.6009692307692307
387,2021-04-14,399,0.1,0.054,21.4,149.7,0.96,-0.0411934782608695,0.2182888888888888
388,2021-04-15,400,0.1,0.054,21.1,147.7,0.95,0.0531502066115702,0.5221352941176471
389,2021-04-16,401,0.1,0.054,21.0,147.1,0.95,0.1583999999999999,0.77702
390,2021-04-17,402,0.1,0.053,20.7,145.2,0.94,0.16768625,0.8930400000000001
391,2021-04-18,403,0.1,0.052,20.5,143.2,0.93,0.1225865384615384,0.9965
392,2021-04-19,404,0.1,0.052,20.2,141.2,0.92,0.0505841025641025,0.4828666666666666
393,2021-04-20,405,0.1,0.051,19.5,136.2,0.92,0.1865699074074074,-0.0830692307692307
394,2021-04-21,406,0.1,0.05,18.9,132.2,0.91,0.1114368421052631,0.360425
395,2021-04-22,407,0.1,0.049,18.6,130.0,0.9,0.0766913432835821,0.766
396,2021-04-23,408,0.1,0.048,17.9,125.6,0.9,0.2352524390243902,0.4048235294117647
397,2021-04-25,410,0.1,0.046,17.6,123.4,0.89,0.1142608571428571,0.60516
398,2021-04-26,411,0.1,0.046,17.2,120.4,0.89,0.1785434389140271,0.9920416666666668
399,2021-04-27,412,0.1,0.045,16.8,117.6,0.88,0.175938679245283,0.9911727272727272
400,2021-04-28,413,0.1,0.044,16.4,114.9,0.88,0.2118026119402985,0.8121545454545455
401,2021-04-29,414,0.1,0.044,16.0,111.9,0.88,0.2649964391691394,0.6458235294117648
402,2021-04-30,415,0.1,0.043,15.7,110.0,0.87,0.281592609699769,0.7062571428571429
406,2021-05-04,419,0.1,0.041,14.5,101.4,0.86,0.2498659770114942,-0.3325
407,2021-05-05,420,0.1,0.04,13.9,97.6,0.85,0.2659798780487805,0.7329125
408,2021-05-06,421,0.1,0.039,13.5,94.6,0.85,0.3324195945945946,0.4243285714285714
409,2021-05-07,422,0.1,0.038,13.0,91.3,0.85,0.173708280254777,0.9812846153846154
410,2021-05-08,423,0.1,0.037,12.6,87.9,0.84,0.2607783783783783,0.8018
412,2021-05-10,425,0.1,0.035,11.7,81.7,0.84,0.2683876138433515,0.7667777777777778
413,2021-05-11,426,0.1,0.035,11.4,79.6,0.84,0.2336337423312883,0.16975
414,2021-05-12,427,0.1,0.034,11.1,77.6,0.83,0.2608141818181818,0.6292466666666667
415,2021-05-13,428,0.1,0.033,10.6,74.4,0.83,0.2470920844327176,0.8363615384615385
416,2021-05-14,429,0.1,0.032,10.1,71.0,0.83,0.1698794871794871,0.25739
417,2021-05-15,430,0.1,0.031,9.8,68.6,0.83,0.2801319587628866,0.4355
418,2021-05-16,431,0.1,0.031,9.6,66.9,0.83,-0.015195652173913,0.8935333333333334
419,2021-05-17,432,0.1,0.03,9.2,64.7,0.82,0.0469586466165413,0.1205588235294117
420,2021-05-18,433,0.1,0.03,8.9,62.6,0.82,0.2301961309523809,0.98838
421,2021-05-19,434,0.1,0.029,8.6,60.4,0.82,0.1996794044665012,0.5728071428571428
422,2021-05-20,435,0.1,0.029,8.3,58.0,0.81,0.2095809756097561,0.2496833333333333
423,2021-05-21,436,0.1,0.028,8.0,55.7,0.81,0.1270340845070422,0.5479631578947369
424,2021-05-22,437,0.1,0.027,7.6,53.3,0.81,0.1919250783699059,-0.00125
425,2021-05-23,438,0.1,0.027,7.5,52.7,0.81,0.056118064516129,0.9153
426,2021-05-24,439,0.1,0.027,7.4,51.6,0.8,0.0886114285714285,0.417675
427,2021-05-25,440,0.1,0.026,7.2,50.2,0.8,0.0369986111111111,0.7566133333333334
428,2021-05-26,441,0.1,0.025,7.0,48.8,0.8,0.1103524296675192,0.3726
429,2021-05-28,443,0.1,0.024,6.3,44.2,0.81,0.2755707547169811,0.6615
430,2021-05-29,444,0.1,0.024,6.0,41.9,0.81,0.1993505319148936,0.9667
431,2021-05-30,445,0.1,0.023,5.6,39.5,0.81,0.2792400375939849,0.99845
432,2021-05-31,446,0.1,0.023,4.6,32.5,0.82,0.3067913043478261,0.3275666666666666
433,2021-06-01,447,0.1,0.023,4.6,32.4,0.83,0.1973237209302325,0.9798666666666668
434,2021-06-02,448,0.1,0.022,4.3,30.1,0.83,0.199675644028103,0.7614666666666666
435,2021-06-03,449,0.1,0.021,4.5,31.3,0.84,0.3420834821428571,0.2003333333333333
436,2021-06-05,451,0.1,0.02,4.1,28.5,0.86,0.2065111969111969,0.3335666666666667
437,2021-06-06,452,0.1,0.019,4.0,28.0,0.87,0.2496875,0.9944
438,2021-06-07,453,0.1,0.019,4.7,32.9,0.88,0.2255249641319942,0.40183
439,2021-06-11,457,0.1,0.018,3.8,26.8,0.92,0.2936854805725971,0.4660818181818182
440,2021-06-12,458,0.1,0.018,3.7,25.7,0.92,0.181230081300813,0.9647166666666666
441,2021-06-13,459,0.1,0.018,3.7,26.0,0.93,0.1386038314176245,0.9841
442,2021-06-14,460,0.1,0.017,3.4,23.8,0.94,0.1811318584070796,0.1089285714285714
443,2021-06-15,461,0.1,0.017,3.4,23.9,0.95,0.180681935483871,0.4839833333333334
444,2021-06-16,462,0.1,0.017,3.6,25.0,0.96,0.2290454175152749,0.7256199999999999
445,2021-06-17,463,0.1,0.017,3.6,25.1,0.96,0.2848274509803921,0.7367923076923077
446,2021-06-18,464,0.1,0.018,3.5,24.4,0.97,0.0820996108949416,0.7786666666666666
447,2021-06-19,465,0.1,0.018,3.4,24.0,0.98,0.3937196202531646,0.7075
448,2021-06-20,466,0.1,0.018,3.3,23.2,0.98,0.1903330188679245,0.947175
449,2021-06-21,467,0.1,0.018,3.3,23.4,0.99,0.1497157992565055,0.6352166666666667
450,2021-06-22,468,0.1,0.019,3.4,23.8,0.99,0.1581779291553133,0.5359222222222222
451,2021-06-23,469,0.1,0.019,3.4,23.7,1.0,0.0315948096885813,0.69799375
452,2021-06-24,470,0.1,0.019,3.5,24.5,1.01,0.2637703832752613,0.6161818181818182
453,2021-06-25,471,0.1,0.02,3.6,25.1,1.03,0.3092104347826087,0.6575777777777777
454,2021-06-26,472,0.1,0.02,3.6,25.0,1.04,0.2752710049423394,0.2808666666666666
455,2021-06-27,473,0.1,0.021,3.6,25.0,1.06,0.1263955223880597,0.9994
456,2021-06-28,474,0.1,0.021,3.6,25.0,1.08,0.2597705020920502,0.6991125
457,2021-06-29,475,0.1,0.022,3.7,25.9,1.1,0.1108838983050847,0.6503
458,2021-07-03,479,0.1,0.027,3.0,20.8,1.22,0.1758273195876288,0.0372
459,2021-07-04,480,0.1,0.028,2.9,20.1,1.25,0.3061142857142857,0.0772
460,2021-07-05,481,0.1,0.029,2.1,14.4,1.28,0.3537650704225352,0.96755
461,2021-07-06,482,0.1,0.031,2.9,20.3,1.31,0.2125974082073434,0.838025
462,2021-07-07,483,0.1,0.033,4.1,29.0,1.33,0.0958651340996168,0.9650444444444444
463,2021-07-11,487,0.1,0.041,5.1,35.5,1.38,0.3200772413793104,-0.000425
464,2021-07-13,489,0.1,0.045,7.9,55.3,1.38,0.2149513888888888,0.7031571428571429
465,2021-07-14,490,0.1,0.049,8.7,60.9,1.38,0.2109943548387096,0.8263333333333334
466,2021-07-15,491,0.1,0.051,9.2,64.7,1.37,0.2800585253456221,0.6102818181818181
467,2021-07-16,492,0.1,0.054,10.5,73.8,1.36,0.0532859116022099,0.557
468,2021-07-17,493,0.1,0.056,9.4,65.9,1.35,0.1707148876404494,0.8029000000000001
469,2021-07-18,494,0.1,0.059,9.6,67.1,1.34,0.2385948979591836,0.999
470,2021-07-19,495,0.1,0.061,10.8,75.4,1.32,0.2293970760233918,0.0506888888888888
471,2021-07-20,496,0.1,0.065,11.6,81.1,1.31,0.393224024024024,0.263
472,2021-07-21,497,0.1,0.068,12.5,87.8,1.3,0.2462127329192546,0.8156636363636364
473,2021-07-22,498,0.1,0.071,13.8,96.6,1.29,0.1645784897025171,0.12065
474,2021-07-23,499,0.1,0.074,15.1,105.9,1.28,0.1184215596330275,0.604725
475,2021-07-24,500,0.1,0.077,15.5,108.6,1.27,0.1960985138004246,0.3467
476,2021-07-25,501,0.1,0.079,15.7,110.1,1.26,0.3042064814814815,0.9466
477,2021-07-26,502,0.1,0.083,17.2,120.3,1.25,0.2146497142857142,0.7050000000000001
478,2021-07-27,503,0.1,0.087,19.1,133.8,1.24,0.1449692307692307,0.9517833333333332
479,2021-07-28,504,0.1,0.09,20.2,141.3,1.24,-0.0338397959183673,0.42198
480,2021-07-29,505,0.1,0.093,21.6,151.2,1.23,0.06735625,0.5693833333333334
481,2021-07-30,506,0.1,0.096,23.3,163.2,1.22,0.2908671568627451,0.4332181818181818
482,2021-07-31,507,0.1,0.098,23.7,165.7,1.21,0.2284888,0.3501333333333334
483,2021-08-01,508,0.1,0.1,24.1,168.4,1.21,0.2500632075471698,0.9975333333333332
484,2021-08-02,509,0.1,0.101,25.9,181.4,1.2,0.1975550185873606,0.9911333333333332
485,2021-08-03,510,0.1,0.102,27.6,193.0,1.19,0.2541323076923076,0.6883266666666666
486,2021-08-04,511,0.1,0.103,28.7,201.2,1.18,0.2732028571428571,0.40003
487,2021-08-05,512,0.1,0.104,30.0,209.8,1.18,0.1779796296296296,0.5578923076923077
488,2021-08-07,514,0.1,0.103,29.4,206.0,1.16,0.0662140127388535,0.9958
489,2021-08-08,515,0.1,0.104,30.1,210.7,1.15,0.1634888372093023,0.9962
490,2021-08-09,516,0.1,0.104,32.2,225.6,1.14,0.1765808988764045,0.5230750000000001
491,2021-08-10,517,0.1,0.105,33.1,231.5,1.13,0.2937795774647888,0.6954375
492,2021-08-11,518,0.1,0.105,35.2,246.7,1.13,0.273659387755102,0.9814
493,2021-08-12,519,0.1,0.106,35.8,250.9,1.12,0.31394,0.78555
494,2021-08-13,520,0.1,0.105,38.8,271.5,1.11,0.2068374384236453,0.7230125000000001
495,2021-08-14,521,0.1,0.105,39.1,273.9,1.1,0.1808412639405204,0.98625
496,2021-08-15,522,0.1,0.105,39.5,276.2,1.1,0.1791272108843537,0.98575
497,2021-08-16,523,0.1,0.105,42.9,300.5,1.09,0.1195039325842696,0.4616857142857143
498,2021-08-17,524,0.1,0.105,42.2,295.2,1.08,0.1291145418326693,0.4951375
499,2021-08-18,525,0.1,0.104,42.6,298.0,1.07,0.2260254491017964,0.9653142857142856
500,2021-08-19,526,0.1,0.103,43.5,304.4,1.07,0.2790666666666666,0.1780285714285714
501,2021-08-21,528,0.1,0.104,42.8,299.6,1.06,0.2442732142857142,0.9849
502,2021-08-23,530,0.1,0.103,43.0,300.7,1.05,0.215931506849315,0.73005
503,2021-08-24,531,0.1,0.102,43.2,302.7,1.04,0.2071464143426294,0.4348857142857142
504,2021-08-25,532,0.1,0.101,43.6,304.9,1.03,0.3109492424242424,0.9793714285714286
505,2021-08-26,533,0.1,0.101,45.0,314.7,1.03,0.0515589285714285,0.3320833333333333
506,2021-08-27,534,0.1,0.099,47.0,328.8,1.02,-0.0101462337662337,0.2622375
507,2021-08-28,535,0.1,0.098,47.2,330.6,1.02,-0.0429063636363636,0.9795
508,2021-08-29,536,0.1,0.098,47.3,331.1,1.01,-0.0688143790849673,0.988
509,2021-08-30,537,0.1,0.098,47.9,335.3,1.01,0.0195082568807339,0.6520166666666667
510,2021-08-31,538,0.1,0.097,48.3,338.3,1.0,0.1767948051948052,0.58285
511,2021-09-01,539,0.1,0.095,50.1,350.4,1.0,0.1069743494423791,0.3515416666666666
512,2021-09-02,540,0.1,0.094,49.5,346.7,1.0,0.1573916216216216,0.3214833333333333
513,2021-09-03,541,0.1,0.093,49.3,345.4,0.99,0.1688299196787148,0.2544
514,2021-09-04,542,0.1,0.093,48.5,339.6,0.99,0.1445592233009708,0.9926
515,2021-09-05,543,0.1,0.093,48.6,340.3,0.98,0.1187665796344647,0.0023
516,2021-09-06,544,0.1,0.092,39.9,279.0,0.98,0.1481498461538461,-0.4218499999999999
517,2021-09-07,545,0.1,0.093,45.9,321.5,0.97,0.1296411140583554,0.3310222222222221
518,2021-09-08,546,0.1,0.092,44.8,313.3,0.97,0.2254655844155844,0.6924428571428571
519,2021-09-09,547,0.1,0.09,44.6,311.9,0.97,0.1735702830188679,0.3547333333333333
520,2021-09-10,548,0.1,0.089,43.9,307.2,0.96,0.1180685446009389,0.3370111111111111
521,2021-09-11,549,0.1,0.087,44.2,309.6,0.96,0.1044920792079207,0.9964
522,2021-09-12,550,0.1,0.086,44.0,308.1,0.95,0.1732267080745341,-0.0802
523,2021-09-13,551,0.1,0.085,53.0,370.8,0.94,0.1559709183673469,0.968975
524,2021-09-14,552,0.1,0.083,46.6,326.0,0.94,0.2628341818181818,0.7077142857142859
525,2021-09-15,553,0.1,0.081,46.0,321.9,0.93,0.2314249077490774,0.815675
526,2021-09-16,554,0.1,0.08,45.3,317.2,0.93,0.2837131455399061,0.9893
527,2021-09-17,555,0.1,0.079,44.9,314.3,0.92,0.2033035971223021,0.6574
528,2021-09-18,556,0.1,0.078,44.7,312.6,0.92,0.3009923287671233,0.9786
529,2021-09-19,557,0.1,0.077,44.7,312.7,0.91,0.3210187919463087,0.96085
530,2021-09-20,558,0.1,0.076,41.4,289.5,0.91,0.1924635593220338,0.737509090909091
531,2021-09-21,559,0.1,0.074,40.4,282.7,0.91,0.1324353383458646,0.7785599999999999
532,2021-09-22,560,0.1,0.072,39.4,275.8,0.91,0.257521327014218,0.2080777777777777
533,2021-09-23,561,0.1,0.071,38.2,267.6,0.91,0.3542174698795181,0.3885857142857142
534,2021-09-24,562,0.1,0.069,37.1,259.6,0.9,0.2542931506849314,0.9805
535,2021-09-25,563,0.1,0.063,36.4,254.6,0.9,0.255203825136612,0.9933
536,2021-09-26,564,0.1,0.062,36.1,252.9,0.9,0.1636083333333333,0.9991
537,2021-09-27,565,0.1,0.062,35.5,248.8,0.9,0.099333448275862,0.472975
538,2021-09-28,566,0.1,0.061,34.8,243.9,0.91,0.2076785515320334,0.66165
539,2021-09-29,567,0.1,0.061,34.0,238.2,0.91,0.1461391459074733,0.3403333333333333
540,2021-09-30,568,0.1,0.061,33.5,234.6,0.91,0.2692998233215548,-0.1472
541,2021-10-01,569,0.1,0.06,32.9,230.3,0.91,0.3559056451612903,0.91898
542,2021-10-02,570,0.1,0.063,32.6,228.0,0.91,0.3285241610738255,-0.3317333333333333
543,2021-10-03,571,0.1,0.063,32.2,225.5,0.91,0.2277746835443038,0.98105
544,2021-10-04,572,0.1,0.062,31.3,218.9,0.91,0.2879062337662337,0.98798
545,2021-10-05,573,0.1,0.061,30.6,214.4,0.91,0.0472356401384083,0.49495
546,2021-10-06,574,0.1,0.06,30.1,210.7,0.91,0.1505668478260869,0.5817166666666667
547,2021-10-07,575,0.1,0.059,29.6,207.5,0.91,0.1729181102362204,0.59096
548,2021-10-08,576,0.1,0.058,29.1,203.6,0.91,0.3435482142857142,0.8044142857142857
549,2021-10-09,577,0.1,0.058,28.8,201.6,0.91,0.173436075949367,0.986175
550,2021-10-10,578,0.1,0.058,28.7,200.7,0.91,0.2092907407407407,0.9887
551,2021-10-11,579,0.1,0.057,26.6,186.0,0.91,0.092690671641791,-0.0142499999999999
