,date,fromStart,infectionRateCI90,testPositivityRatio,caseDensity,weeklyNewCasesPer100k,infectionRate,FoxPolarity,VoxPolarity
552,2021-10-12,580,0.1,0.057,27.1,189.8,0.92,0.1683562189054726,0.4384749999999999
553,2021-10-13,581,0.1,0.056,26.7,186.9,0.92,0.1928975186104218,0.518175
554,2021-10-14,582,0.1,0.055,26.0,182.0,0.92,0.1383774193548387,0.506375
555,2021-10-15,583,0.1,0.054,25.4,177.7,0.92,0.3107627906976744,0.20112
556,2021-10-16,584,0.1,0.053,25.2,176.5,0.93,0.2345504792332268,0.8865999999999999
557,2021-10-17,585,0.1,0.053,25.2,176.3,0.93,0.1310854984894259,0.0661499999999999
558,2021-10-18,586,0.1,0.052,25.1,175.7,0.93,0.2374271276595744,0.993025
559,2021-10-19,587,0.1,0.05,23.9,167.3,0.94,0.2478423948220064,0.9986
560,2021-10-20,588,0.1,0.05,23.1,161.4,0.95,0.1800093150684931,0.9901
561,2021-10-21,589,0.1,0.05,22.7,159.2,0.95,0.051944243792325,0.98534
562,2021-10-22,590,0.1,0.05,22.3,155.8,0.96,0.2078223684210526,0.5534333333333333
563,2021-10-23,591,0.1,0.05,22.1,154.7,0.96,0.2727927631578947,-0.3341333333333333
564,2021-10-24,592,0.1,0.05,21.9,153.2,0.97,0.3336097959183673,0.9979
565,2021-10-25,593,0.1,0.049,21.2,148.2,0.98,0.2612858585858585,0.4231166666666666
566,2021-10-26,594,0.1,0.05,21.3,149.3,0.98,0.1915487562189054,0.5536333333333334
567,2021-10-27,595,0.1,0.049,21.4,149.5,0.99,0.0921126888217522,0.24175
568,2021-10-28,596,0.1,0.049,21.4,150.1,1.0,0.2539056179775281,0.3638222222222222
569,2021-10-29,597,0.1,0.049,21.4,149.8,1.01,0.2464403846153846,0.6314833333333333
570,2021-10-30,598,0.1,0.049,21.4,149.7,1.01,0.250375816993464,0.3238666666666666
571,2021-10-31,599,0.1,0.049,21.5,150.2,1.02,0.1458105454545454,0.9984
572,2021-11-01,600,0.1,0.05,22.2,155.3,1.02,0.2343687651331719,0.4240714285714286
573,2021-11-02,601,0.1,0.05,21.7,152.1,1.03,0.2393830188679245,0.4523333333333333
574,2021-11-03,602,0.1,0.05,21.6,151.4,1.04,0.4485758483033932,0.8073727272727272
575,2021-11-04,603,0.1,0.051,21.6,151.1,1.04,0.3470465263157894,0.0016749999999999
576,2021-11-05,604,0.1,0.052,21.8,152.8,1.05,0.3587722222222222,0.8610888888888889
577,2021-11-06,605,0.1,0.053,21.9,153.5,1.05,0.31797503900156,0.500775
578,2021-11-07,606,0.1,0.053,22.1,154.5,1.05,0.2509865671641791,0.99925
579,2021-11-08,607,0.1,0.053,22.2,155.7,1.05,0.1997587662337662,0.6925333333333333
580,2021-11-09,608,0.1,0.053,22.6,157.9,1.05,0.2996076246334311,0.5223333333333333
581,2021-11-10,609,0.1,0.055,23.1,162.0,1.06,0.1791340425531914,0.2981777777777778
582,2021-11-11,610,0.1,0.056,22.3,156.4,1.06,0.1898097435897436,0.6742181818181818
583,2021-11-12,611,0.1,0.057,24.0,167.7,1.06,0.1837792307692307,0.7690444444444444
584,2021-11-13,612,0.1,0.058,24.3,170.2,1.05,0.0858360902255639,0.9957
585,2021-11-14,613,0.1,0.058,24.4,170.7,1.05,0.2661809523809523,0.3136666666666666
586,2021-11-15,614,0.1,0.059,25.3,177.4,1.05,-0.1991209039548022,0.9726857142857144
587,2021-11-16,615,0.1,0.06,25.6,179.4,1.05,0.2162992277992278,0.6003000000000001
588,2021-11-17,616,0.1,0.06,26.3,184.3,1.05,0.0310350597609561,0.9002285714285714
589,2021-11-18,617,0.1,0.06,27.9,195.2,1.05,0.2346258403361344,0.6390727272727272
590,2021-11-19,618,0.1,0.061,27.5,192.3,1.06,0.0665224390243902,0.5131375
591,2021-11-20,619,0.1,0.061,27.5,192.4,1.06,0.0682735202492211,-0.0008
592,2021-11-21,620,0.1,0.062,27.8,194.6,1.06,0.1468311764705882,0.9861
593,2021-11-22,621,0.1,0.063,28.2,197.7,1.07,0.1676369072164948,0.57115
594,2021-11-23,622,0.1,0.064,28.3,198.4,1.07,0.111808679245283,-0.6537
595,2021-11-24,623,0.1,0.066,28.6,200.1,1.08,0.0944601659751037,0.34354
596,2021-11-25,624,0.1,0.069,25.6,179.0,1.08,0.2408126556016597,-0.000475
597,2021-11-26,625,0.1,0.072,22.6,158.5,1.09,0.1894160130718954,0.9099
598,2021-11-27,626,0.1,0.075,22.0,153.7,1.09,0.2968076433121019,0.9762333333333334
599,2021-11-29,628,0.1,0.076,26.9,188.6,1.09,0.2212432748538011,0.573725
600,2021-11-30,629,0.1,0.077,27.8,194.4,1.09,0.2259,0.9926
601,2021-12-01,630,0.1,0.078,28.8,201.3,1.09,0.1410107981220657,0.7692363636363637
602,2021-12-02,631,0.1,0.076,34.2,239.2,1.09,0.1437211038961039,0.7370777777777778
603,2021-12-03,632,0.1,0.074,39.3,275.0,1.08,0.0417559228650137,0.057325
604,2021-12-04,633,0.1,0.073,41.0,286.8,1.08,0.1369840304182509,0.96505
605,2021-12-05,634,0.1,0.074,36.6,256.4,1.08,0.2887374074074074,0.00045
606,2021-12-06,635,0.1,0.074,35.8,250.8,1.08,0.1821964028776978,0.4011166666666666
607,2021-12-07,636,0.1,0.072,36.0,252.3,1.08,0.0979629921259842,0.3155888888888889
608,2021-12-08,637,0.1,0.071,36.5,255.3,1.09,0.1020396226415094,0.7673888888888889
609,2021-12-09,638,0.1,0.071,35.8,250.9,1.1,0.1594216216216216,0.9895285714285714
610,2021-12-11,640,0.1,0.072,33.8,236.5,1.13,0.0692368421052631,0.3210666666666666
611,2021-12-12,641,0.1,0.071,33.9,237.1,1.14,0.1433845161290322,0.0023499999999999
612,2021-12-13,642,0.1,0.073,34.1,239.0,1.16,0.2476392857142857,0.428
613,2021-12-14,643,0.1,0.075,34.3,240.2,1.18,0.1323186206896551,0.4527181818181818
614,2021-12-15,644,0.1,0.079,34.1,238.8,1.2,0.1912027542372881,0.6584
615,2021-12-16,645,0.1,0.084,35.3,246.9,1.23,0.2457457534246575,0.6583833333333333
616,2021-12-17,646,0.1,0.085,37.6,263.4,1.25,0.2804138353765324,0.6279272727272727
617,2021-12-18,647,0.1,0.09,38.6,270.4,1.27,0.2105670967741935,0.9170333333333334
618,2021-12-19,648,0.1,0.093,40.2,281.2,1.29,0.2460403785488959,0.9622666666666668
619,2021-12-20,649,0.1,0.1,43.2,302.6,1.31,0.1904069444444444,0.7164833333333332
620,2021-12-21,650,0.1,0.111,46.1,322.6,1.33,0.1535032338308457,0.99732
621,2021-12-22,651,0.1,0.124,50.1,350.9,1.34,0.2981747311827957,0.466425
622,2021-12-23,652,0.1,0.136,55.2,386.7,1.35,0.2539778787878788,0.6664428571428571
623,2021-12-24,653,0.1,0.149,56.1,392.9,1.36,0.2855997416020672,0.4182857142857142
624,2021-12-25,654,0.1,0.158,55.8,390.4,1.37,0.3229857142857142,0.5007
626,2021-12-27,656,0.1,0.182,71.7,501.8,1.37,0.3668661870503597,0.6366833333333334
627,2021-12-28,657,0.1,0.204,80.2,561.2,1.37,0.0994003355704698,0.9966666666666668
628,2021-12-29,658,0.1,0.227,90.9,636.4,1.36,0.29358410041841,0.9986
629,2021-12-30,659,0.1,0.248,104.7,732.7,1.36,0.2449066852367687,0.54675
630,2021-12-31,660,0.1,0.263,115.6,809.4,1.34,0.2744572916666666,0.7527666666666667
631,2022-01-01,661,0.1,0.27,119.7,837.9,1.33,0.525241456166419,0.9983666666666666
632,2022-01-02,662,0.1,0.276,124.6,872.2,1.31,0.2686422907488986,0.98275
633,2022-01-04,664,0.1,0.289,143.5,1004.2,1.27,0.2462915384615384,0.3628909090909091
634,2022-01-05,665,0.1,0.292,154.2,1079.7,1.24,0.0672423387096774,0.7856
635,2022-01-06,666,0.1,0.294,163.0,1140.9,1.22,0.1714736507936508,0.505
636,2022-01-07,667,0.1,0.294,185.6,1299.0,1.19,0.2359230046948356,0.6012600000000001
637,2022-01-08,668,0.1,0.293,199.9,1399.4,1.16,0.271692,0.4580833333333333
638,2022-01-09,669,0.1,0.292,201.3,1409.2,1.13,0.2700248407643312,0.9982666666666667
639,2022-01-10,670,0.1,0.292,234.3,1640.3,1.1,0.179472072072072,0.91768
640,2022-01-11,671,0.1,0.29,229.3,1605.3,1.08,0.2345926247288503,0.7341000000000001
641,2022-01-12,672,0.1,0.286,237.0,1658.9,1.05,0.1848726153846153,0.9724166666666668
642,2022-01-13,673,0.1,0.282,241.6,1691.4,1.02,0.2977683098591549,0.7455625
643,2022-01-14,674,0.1,0.278,241.4,1690.1,1.0,0.3039357142857142,0.9938
644,2022-01-15,675,0.1,0.275,240.4,1683.1,0.97,0.0611183673469387,-0.00095
645,2022-01-16,676,0.1,0.275,241.4,1690.1,0.95,0.218544375,0.9798
646,2022-01-17,677,0.1,0.274,206.7,1447.2,0.92,0.1923416666666666,0.2139199999999999
647,2022-01-18,678,0.1,0.271,224.3,1570.4,0.9,0.1020548209366391,0.994075
648,2022-01-19,679,0.1,0.267,223.0,1561.2,0.88,0.3231114705882353,0.26272
649,2022-01-20,680,0.1,0.263,217.9,1525.3,0.86,0.2485438095238095,0.456990909090909
650,2022-01-21,681,0.1,0.26,215.1,1505.4,0.84,0.2369222523744912,0.35689
651,2022-01-22,682,0.1,0.257,211.4,1479.5,0.82,0.0517019607843137,0.99325
652,2022-01-23,683,0.1,0.255,205.4,1438.0,0.8,0.1105504587155963,-0.9389666666666666
653,2022-01-24,684,0.1,0.249,220.6,1544.5,0.78,0.1637223140495867,0.5955199999999999
654,2022-01-25,685,0.1,0.242,191.9,1343.3,0.76,0.1528507772020725,0.370425
655,2022-01-26,686,0.1,0.234,182.0,1274.3,0.74,0.2953666666666666,0.41578
656,2022-01-27,687,0.1,0.224,172.6,1208.5,0.73,0.3025964102564102,0.4879235294117647
657,2022-01-28,688,0.1,0.215,161.0,1127.0,0.71,0.168556862745098,0.7390666666666666
658,2022-01-29,689,0.1,0.208,157.1,1099.6,0.7,0.2526394736842105,0.773975
659,2022-01-30,690,0.1,0.203,152.9,1070.6,0.68,0.1549455696202531,0.6182166666666666
660,2022-01-31,691,0.1,0.195,139.1,974.0,0.67,0.187863409090909,0.5974
661,2022-02-01,692,0.1,0.183,129.9,909.3,0.66,0.2001824489795918,0.8191200000000001
662,2022-02-02,693,0.1,0.171,117.0,819.3,0.65,0.1483313725490196,0.78636
663,2022-02-03,694,0.1,0.162,107.7,753.7,0.64,0.1124671974522293,0.8257
664,2022-02-04,695,0.1,0.152,97.2,680.7,0.63,0.1515072351421188,0.6096166666666667
665,2022-02-05,696,0.1,0.145,91.9,643.6,0.63,0.2043534059945504,0.18348
666,2022-02-06,697,0.1,0.14,89.9,629.4,0.62,0.095534765625,0.451975
667,2022-02-07,698,0.1,0.132,76.4,534.7,0.62,0.1059148837209302,0.9341666666666668
668,2022-02-08,699,0.1,0.123,72.2,505.1,0.62,0.276053,0.7711
669,2022-02-09,700,0.1,0.114,68.0,475.7,0.62,0.1720558886509635,0.98918
670,2022-02-10,701,0.1,0.106,62.0,433.9,0.62,0.3249122881355932,0.5345777777777778
671,2022-02-11,702,0.1,0.099,55.7,390.1,0.62,0.2700310104529617,0.4975166666666666
672,2022-02-12,703,0.1,0.094,53.2,372.1,0.63,0.3474796296296296,0.6691333333333334
673,2022-02-13,704,0.1,0.09,52.2,365.3,0.63,0.355667572815534,0.6710200000000001
674,2022-02-14,705,0.1,0.084,46.1,322.6,0.64,0.2870616554054054,0.6949428571428572
675,2022-02-15,706,0.1,0.078,42.1,294.4,0.64,0.2381832929782082,-0.3059333333333333
676,2022-02-17,708,0.1,0.07,34.0,238.3,0.66,0.2161888475836431,0.6839857142857143
677,2022-02-18,709,0.1,0.065,31.4,219.7,0.66,0.2381169491525423,0.5979
678,2022-02-19,710,0.1,0.061,30.4,212.8,0.67,0.3384208053691275,0.3285333333333333
679,2022-02-20,711,0.1,0.058,29.9,209.0,0.68,0.1345593314763231,0.22515
680,2022-02-21,712,0.1,0.056,23.3,163.4,0.68,0.1796669515669515,0.0069
681,2022-02-22,713,0.1,0.053,24.1,168.9,0.69,0.0886189054726368,0.5303777777777778
682,2022-02-23,714,0.1,0.051,22.8,159.7,0.7,0.0531381188118811,0.013225
684,2022-02-27,718,0.1,0.043,20.6,144.5,0.72,0.1439334004024144,-9.9999999999989e-05
685,2022-02-28,719,0.1,0.04,22.5,157.4,0.73,0.035518313253012,0.1513428571428571
686,2022-03-01,720,0.1,0.068,17.4,121.8,0.73,0.0178546925566343,0.5926642857142858
687,2022-03-02,721,0.1,0.067,15.9,111.3,0.74,0.1039878228782287,0.5266
688,2022-03-03,722,0.1,0.067,14.6,102.2,0.75,0.0682758364312267,0.5130666666666667
689,2022-03-04,723,0.1,0.066,14.7,102.6,0.76,0.055068,0.3310555555555555
690,2022-03-05,724,0.1,0.066,13.3,92.9,0.77,0.0850796714579055,0.1912799999999999
691,2022-03-06,725,0.1,0.066,13.2,92.2,0.79,0.0001172955974842,0.50305
692,2022-03-07,726,0.1,0.065,12.1,84.6,0.8,-0.0481256916996047,0.45585
693,2022-03-08,727,0.1,0.027,11.8,82.8,0.81,0.0488870151770657,0.9891333333333332
694,2022-03-09,728,0.1,0.025,11.3,79.2,0.82,0.0499045871559633,0.4474538461538462
695,2022-03-10,729,0.1,0.025,10.7,75.1,0.84,0.0388533923303834,0.3585
696,2022-03-11,730,0.1,0.024,10.5,73.5,0.85,0.1431863636363636,0.4728625
697,2022-03-12,731,0.1,0.023,10.3,71.8,0.86,0.0548710526315789,0.8777666666666667
698,2022-03-13,732,0.1,0.022,10.2,71.7,0.87,0.0275315789473684,0.991025
699,2022-03-14,733,0.1,0.022,9.4,65.9,0.89,0.0544485294117647,-0.09914
700,2022-03-15,734,0.1,0.022,9.1,63.8,0.9,0.0254292899408284,0.4876857142857143
701,2022-03-16,735,0.1,0.021,8.8,61.7,0.91,0.1455050314465409,0.5282
702,2022-03-17,736,0.1,0.021,8.7,61.2,0.92,-0.0164047477744807,0.0395333333333333
703,2022-03-18,737,0.1,0.021,8.4,58.8,0.93,0.1948059523809523,0.3988
704,2022-03-19,738,0.1,0.021,8.5,59.2,0.94,0.1665140280561122,0.3332166666666666
705,2022-03-20,739,0.1,0.021,8.5,59.6,0.94,0.168432722513089,0.0126999999999999
707,2022-03-22,741,0.1,0.022,8.5,59.2,0.95,0.1601168202764977,-0.008425
708,2022-03-23,742,0.1,0.023,8.8,61.4,0.96,0.1161618618618618,0.3333
709,2022-03-24,743,0.1,0.023,8.8,61.9,0.97,0.1375726923076923,-0.0153888888888888
710,2022-03-25,744,0.1,0.023,8.7,61.2,0.98,0.1744138888888889,-0.0356727272727272
711,2022-03-26,745,0.1,0.023,8.7,61.1,0.98,0.1718079510703364,0.9990333333333332
712,2022-03-27,746,0.1,0.024,8.7,60.8,0.99,0.2366977973568282,-0.09075
713,2022-03-28,747,0.1,0.024,8.6,60.2,1.0,0.2227792022792022,0.245825
714,2022-03-29,748,0.1,0.025,8.6,60.2,1.01,0.1828613207547169,0.4909
715,2022-03-31,750,0.1,0.026,7.6,52.9,1.03,0.2508830434782608,0.68516
716,2022-04-01,751,0.1,0.027,7.5,52.5,1.04,0.2760367424242424,0.2718727272727272
717,2022-04-02,752,0.1,0.027,7.5,52.2,1.05,0.1259517587939698,-0.0013499999999999
718,2022-04-03,753,0.1,0.028,7.4,51.6,1.06,0.2591741293532338,-0.0170249999999999
719,2022-04-04,754,0.1,0.029,7.4,51.7,1.07,0.0563286384976525,0.7978666666666667
720,2022-04-05,755,0.1,0.03,7.6,53.5,1.08,0.3694462732919254,0.5019750000000001
721,2022-04-06,756,0.1,0.031,8.4,58.6,1.1,0.251066875,0.8825200000000001
722,2022-04-07,757,0.1,0.033,8.4,58.8,1.11,0.1839850267379679,0.5349666666666667
723,2022-04-08,758,0.1,0.034,8.9,62.2,1.12,0.1511910769230769,0.734275
724,2022-04-09,759,0.1,0.035,9.0,62.8,1.13,0.2100475903614457,0.9571666666666668
725,2022-04-10,760,0.1,0.036,9.1,63.8,1.13,0.1648364963503649,0.9966333333333334
726,2022-04-11,761,0.1,0.038,9.5,66.6,1.14,0.0762196162046908,0.99885
727,2022-04-12,762,0.1,0.04,9.4,66.1,1.14,0.0914059171597633,0.3061625
728,2022-04-13,763,0.1,0.043,9.9,69.6,1.15,0.0711321033210332,0.4523636363636363
729,2022-04-14,764,0.1,0.046,10.9,76.2,1.15,0.0957463898916967,0.21696
730,2022-04-15,765,0.1,0.048,11.0,77.3,1.16,0.3281707988980716,0.3279444444444445
731,2022-04-16,766,0.1,0.051,10.9,76.5,1.16,0.3313704280155642,0.99475
732,2022-04-17,767,0.1,0.052,11.1,77.4,1.16,0.2332507592190889,0.98975
733,2022-04-18,768,0.1,0.053,11.5,80.5,1.16,0.1917592920353982,0.533988888888889
734,2022-04-19,769,0.1,0.054,12.4,86.9,1.16,0.1837811345646438,0.4986
735,2022-04-20,770,0.1,0.054,12.8,89.6,1.16,0.2070441176470588,0.9438888888888888
736,2022-04-21,771,0.1,0.055,12.9,90.2,1.16,0.2341870813397129,0.452990909090909
737,2022-04-22,772,0.1,0.055,13.8,96.3,1.16,0.1693975460122699,0.44825
738,2022-04-23,773,0.1,0.055,14.1,98.7,1.16,0.2583910714285714,0.99
739,2022-04-24,774,0.1,0.056,14.2,99.1,1.16,0.2833908163265306,0.9943666666666666
740,2022-04-25,775,0.1,0.058,14.9,104.3,1.16,0.205745625,0.9903888888888888
741,2022-04-26,776,0.1,0.06,15.1,105.7,1.16,0.3340988929889299,0.32725
742,2022-04-27,777,0.1,0.062,16.0,112.2,1.16,0.3018989361702127,0.9731714285714286
743,2022-04-28,778,0.1,0.065,16.6,116.5,1.16,0.1934318471337579,0.1464
744,2022-04-29,779,0.1,0.066,17.2,120.7,1.16,0.2919615566037736,0.4518375
745,2022-04-30,780,0.1,0.068,17.4,121.7,1.16,0.190431067961165,0.992
746,2022-05-01,781,0.1,0.069,17.5,122.6,1.16,0.158195238095238,0.98735
747,2022-05-02,782,0.1,0.071,18.4,128.9,1.16,0.2010845794392523,0.59522
748,2022-05-03,783,0.1,0.074,19.0,133.3,1.16,0.2278844827586206,0.4279285714285714
749,2022-05-04,784,0.1,0.077,19.9,139.2,1.16,0.4594899999999999,-0.0719833333333333
750,2022-05-05,785,0.1,0.079,20.4,143.0,1.16,0.1733285714285714,0.7055714285714286
751,2022-05-06,786,0.1,0.081,21.0,147.0,1.16,0.1552381355932203,0.4935875
752,2022-05-07,787,0.1,0.083,21.3,149.4,1.15,0.2365170842824601,0.3364
753,2022-05-08,788,0.1,0.085,21.2,148.3,1.15,0.2521386301369863,0.9978666666666666
754,2022-05-09,789,0.1,0.087,21.9,153.4,1.14,0.1482955489614243,0.99702
755,2022-05-10,790,0.1,0.089,23.0,160.7,1.14,0.1997265536723163,0.9849285714285714
756,2022-05-11,791,0.1,0.092,25.4,178.1,1.13,0.1812557553956834,-0.0727266666666666
757,2022-05-12,792,0.1,0.095,26.4,184.8,1.13,0.2617857142857143,0.5390888888888888
758,2022-05-13,793,0.1,0.097,27.2,190.5,1.12,0.2300853932584269,0.4892166666666666
759,2022-05-14,794,0.1,0.099,27.0,189.0,1.11,0.0142890909090909,0.96375
760,2022-05-15,795,0.1,0.1,27.3,191.3,1.1,0.1213551851851851,0.3309
761,2022-05-16,796,0.1,0.102,28.9,202.5,1.09,0.0723178461538461,0.6301666666666667
762,2022-05-17,797,0.1,0.105,30.7,214.6,1.07,0.1986031746031746,0.6182
763,2022-05-18,798,0.1,0.106,31.0,216.9,1.06,0.3225245283018867,0.5162714285714286
764,2022-05-19,799,0.1,0.108,31.5,220.8,1.06,0.2599578125,0.36475
765,2022-05-20,800,0.1,0.109,32.6,228.5,1.05,0.1911966037735849,0.5847444444444444
766,2022-05-21,801,0.1,0.109,33.2,232.2,1.04,0.2499134433962264,0.995
767,2022-05-22,802,0.1,0.11,33.3,233.0,1.03,0.2840009174311926,0.993
768,2022-05-23,803,0.1,0.11,32.6,227.9,1.02,0.3247059090909091,0.5469875
769,2022-05-24,804,0.1,0.11,32.5,227.3,1.02,0.1633375191424196,0.1966714285714285
770,2022-05-25,805,0.1,0.11,33.3,232.8,1.01,0.0811458904109588,-0.2781
771,2022-05-26,806,0.1,0.111,33.0,231.2,1.01,-0.0181753012048192,-0.6414
772,2022-05-27,807,0.1,0.112,33.0,230.9,1.01,0.069354716981132,-0.2056375
773,2022-05-28,808,0.1,0.113,32.0,223.8,1.01,0.1022584905660377,0.98924
774,2022-05-29,809,0.1,0.113,31.4,219.9,1.01,0.0081309859154929,-0.503325
775,2022-05-30,810,0.1,0.113,27.1,189.6,1.01,0.1561569892473118,-0.00545
776,2022-05-31,811,0.1,0.118,29.2,204.7,1.01,0.1512638961038961,0.5345799999999999
777,2022-06-01,812,0.1,0.119,30.6,214.2,1.01,0.1245462140992167,0.1135888888888888
778,2022-06-02,813,0.1,0.121,30.4,212.9,1.0,0.3253,0.000575
779,2022-06-03,814,0.1,0.121,30.6,213.9,1.0,0.1693809999999999,0.7452875
780,2022-06-04,815,0.1,0.121,31.8,222.9,1.0,0.0239135922330097,0.3297666666666666
781,2022-06-05,816,0.1,0.122,32.2,225.1,1.0,0.0780445736434108,0.96985
782,2022-06-06,817,0.1,0.121,36.7,256.7,0.99,0.1028673913043478,0.5037076923076923
783,2022-06-07,818,0.1,0.119,35.0,244.8,0.99,0.1535929368029739,0.7054714285714285
784,2022-06-08,819,0.1,0.119,33.2,232.7,0.99,0.1262698717948717,0.4547363636363636
785,2022-06-09,820,0.1,0.119,33.1,231.8,0.99,0.0892196428571428,0.587725
786,2022-06-10,821,0.1,0.121,32.8,229.9,0.99,0.1076105072463768,0.2698571428571429
787,2022-06-11,822,0.1,0.123,32.5,227.4,0.99,0.1886598233995585,0.3349999999999999
788,2022-06-12,823,0.1,0.123,32.6,228.0,0.99,0.1898883116883116,0.9814
789,2022-06-13,824,0.1,0.124,32.1,224.5,0.99,0.2435695852534562,-0.19554
790,2022-06-14,825,0.1,0.127,31.8,222.3,0.99,0.2561053333333333,0.99498
791,2022-06-15,826,0.1,0.132,31.5,220.2,0.99,0.2694576687116564,0.6209058823529412
792,2022-06-16,827,0.1,0.135,31.3,218.9,1.0,0.1645243169398907,0.5043777777777778
793,2022-06-17,828,0.1,0.136,30.4,213.0,1.0,0.14848125,0.6153636363636363
794,2022-06-18,829,0.1,0.137,29.5,206.8,1.01,0.111680223880597,0.9448
795,2022-06-19,830,0.1,0.137,29.4,205.7,1.01,0.17419125,0.9957
796,2022-06-20,831,0.1,0.138,26.3,184.2,1.01,0.2165975,0.99655
797,2022-06-21,832,0.1,0.143,29.5,206.6,1.01,0.2179441926345609,0.46997
798,2022-06-22,833,0.1,0.145,29.5,206.2,1.02,0.2302833802816901,0.4987749999999999
799,2022-06-23,834,0.1,0.147,29.6,207.5,1.02,0.1002683962264151,0.1198285714285714
800,2022-06-24,835,0.1,0.15,31.3,219.3,1.03,0.0295021276595744,0.49516
801,2022-06-25,836,0.1,0.152,32.7,229.2,1.03,0.2117957783641161,0.07482
802,2022-06-26,837,0.1,0.154,32.9,230.3,1.03,0.2447062271062271,0.6875600000000001
803,2022-06-27,838,0.1,0.155,36.3,253.8,1.03,0.350722,0.1086444444444444
804,2022-06-28,839,0.1,0.156,32.5,227.4,1.03,0.2527413043478261,0.5142100000000001
805,2022-06-29,840,0.1,0.159,33.6,235.0,1.03,0.2575446601941747,0.8065454545454546
806,2022-06-30,841,0.1,0.164,34.2,239.7,1.04,0.08860625,0.486825
807,2022-07-01,842,0.1,0.166,34.0,237.8,1.04,0.3187086538461538,0.6611
808,2022-07-02,843,0.1,0.167,32.4,227.1,1.04,0.3059450920245399,0.6977666666666668
809,2022-07-03,844,0.1,0.169,32.0,223.7,1.04,0.1127310126582278,0.41924
810,2022-07-06,847,0.1,0.177,32.1,224.7,1.05,0.12738,0.7133857142857144
811,2022-07-07,848,0.1,0.178,31.9,223.4,1.05,0.1106388714733542,0.4826
812,2022-07-08,849,0.1,0.181,33.1,231.4,1.05,0.0281927272727272,0.7173999999999999
813,2022-07-09,850,0.1,0.182,33.7,236.1,1.05,0.1511932367149758,-0.3338333333333333
814,2022-07-10,851,0.1,0.183,34.7,242.7,1.05,0.1082284090909091,0.0033
815,2022-07-11,852,0.1,0.184,37.1,260.0,1.04,0.2168490683229813,0.979
816,2022-07-12,853,0.1,0.183,39.8,278.4,1.04,0.1401496875,0.4364
817,2022-07-13,854,0.1,0.183,37.7,263.6,1.03,0.140827027027027,0.8329615384615384
818,2022-07-14,855,0.1,0.184,38.7,270.7,1.03,0.1740605140186916,0.2429625
819,2022-07-15,856,0.1,0.183,38.7,271.2,1.03,0.2322429487179487,0.7417
820,2022-07-16,857,0.1,0.184,38.6,270.4,1.02,0.2498854126679462,0.9891666666666667
821,2022-07-17,858,0.1,0.184,38.6,270.3,1.01,0.1823326732673267,0.3304666666666667
822,2022-07-18,859,0.1,0.184,38.8,271.9,1.01,0.1657045454545454,0.99638
823,2022-07-19,860,0.1,0.184,37.8,264.8,1.0,0.1805167202572347,-0.1925333333333333
825,2022-07-21,862,0.1,0.186,38.6,270.1,0.99,0.1409822222222222,0.4368142857142857
826,2022-07-22,863,0.1,0.186,38.4,268.9,0.99,0.2279511873350923,0.1507124999999999
827,2022-07-23,864,0.1,0.186,38.5,269.8,0.98,0.1861792307692307,0.3290333333333333
828,2022-07-24,865,0.1,0.186,38.5,269.7,0.98,0.2328631067961165,0.511
829,2022-07-25,866,0.1,0.186,38.4,269.0,0.97,0.1843188311688312,0.3227166666666667
830,2022-07-26,867,0.1,0.185,38.6,270.0,0.97,0.2275491879350348,0.5875999999999999
